exam_name,organization,year,tier,total_marks,General/UR,OBC,SC,ST,EWS,text
SSC CHSL,SSC,2025,Tier-I,200,159.94,149.06,132.02,104.36,155.16,"The cutoff for SSC CHSL Tier-I (2025) has been declared. General category cutoff is 159.94/200, OBC cutoff is 149.06/200, SC cutoff is 132.02/200, ST cutoff is 104.36/200."
SBI PO,SBI,2021,Mains,225,111.3,125.66,108.29,98.85,107.66,"SBI PO 2021
Mains Qualifying Marks:
UR: 111.3 | OBC: 125.66 | SC: 108.29 | ST: 98.85 | EWS: 107.66
Total Marks: 225"
APPSC Group I,APPSC,2024,Prelims,150,88.62,70.24,84.07,56.5,84.56,"APPSC Group I 2024
Prelims Qualifying Marks:
UR: 88.62 | OBC: 70.24 | SC: 84.07 | ST: 56.5 | EWS: 84.56
Total Marks: 150"
UPSC CSE,UPSC,2023,Final,2025,903.52,985.77,840.46,849.05,900.27,"UPSC CSE 2023
Final Qualifying Marks:
UR: 903.52 | OBC: 985.77 | SC: 840.46 | ST: 849.05 | EWS: 900.27
Total Marks: 2025"
SSC CGL,SSC,2026,Tier-II,400,350.9,269.01,277.9,206.27,348.12,"SSC CGL 2026
Tier-II Qualifying Marks:
UR: 350.9 | OBC: 269.01 | SC: 277.9 | ST: 206.27 | EWS: 348.12
Total Marks: 400"
RBI Grade B,RBI,2022,Phase-II,300,185.55,149.99,153.77,149.68,183.35,"The cutoff for RBI Grade B Phase-II (2022) has been declared. General category cutoff is 185.55/300, OBC cutoff is 149.99/300, SC cutoff is 153.77/300, ST cutoff is 149.68/300."
TSPSC Group I,TSPSC,2025,Final,1050,601.21,677.3,504.08,533.8,597.53,"Category-wise Final cut-off marks for TSPSC Group I 2025:
Unreserved: 601.21, Other Backward Classes: 677.3, Scheduled Caste: 504.08, Scheduled Tribe: 533.8. Maximum marks: 1050."
RRB NTPC,RRB,2025,CBT-1,100,75.12,71.65,64.0,47.76,70.81,"RRB NTPC 2025
CBT-1 Qualifying Marks:
UR: 75.12 | OBC: 71.65 | SC: 64.0 | ST: 47.76 | EWS: 70.81
Total Marks: 100"
IBPS PO,IBPS,2025,Mains,225,105.73,122.85,85.36,80.55,102.42,"Category-wise Mains cut-off marks for IBPS PO 2025:
Unreserved: 105.73, Other Backward Classes: 122.85, Scheduled Caste: 85.36, Scheduled Tribe: 80.55. Maximum marks: 225."
TSPSC Group I,TSPSC,2020,Prelims,150,85.45,76.53,65.89,56.18,80.64,"TSPSC Group I 2020 Prelims Cutoff Marks (Out of 150):
General: 85.45
OBC: 76.53
SC: 65.89
ST: 56.18
EWS: 80.64"
SSC CHSL,SSC,2020,Tier-I,200,155.87,140.09,144.04,108.75,150.38,"Category-wise Tier-I cut-off marks for SSC CHSL 2020:
Unreserved: 155.87, Other Backward Classes: 140.09, Scheduled Caste: 144.04, Scheduled Tribe: 108.75. Maximum marks: 200."
UPSC CSE,UPSC,2021,Mains,1750,844.79,799.72,684.48,682.79,840.49,"The cutoff for UPSC CSE Mains (2021) has been declared. General category cutoff is 844.79/1750, OBC cutoff is 799.72/1750, SC cutoff is 684.48/1750, ST cutoff is 682.79/1750."
SSC CHSL,SSC,2026,Tier-I,200,143.06,137.54,143.41,103.8,138.34,"SSC CHSL 2026 Tier-I Cutoff Marks (Out of 200):
General: 143.06
OBC: 137.54
SC: 143.41
ST: 103.8
EWS: 138.34"
RRB NTPC,RRB,2025,CBT-1,100,74.21,59.61,51.91,47.65,70.04,"The cutoff for RRB NTPC CBT-1 (2025) has been declared. General category cutoff is 74.21/100, OBC cutoff is 59.61/100, SC cutoff is 51.91/100, ST cutoff is 47.65/100."
UPSC CSE,UPSC,2025,Mains,1750,751.28,812.02,735.71,707.52,746.14,"UPSC CSE 2025 Mains Cutoff Marks (Out of 1750):
General: 751.28
OBC: 812.02
SC: 735.71
ST: 707.52
EWS: 746.14"
IBPS PO,IBPS,2021,Prelims,100,74.36,55.22,44.77,39.76,66.84,"The cutoff for IBPS PO Prelims (2021) has been declared. General category cutoff is 74.36/100, OBC cutoff is 55.22/100, SC cutoff is 44.77/100, ST cutoff is 39.76/100."
RRB NTPC,RRB,2022,CBT-2,120,76.07,90.83,69.54,61.81,68.82,"RRB NTPC 2022 CBT-2 Cutoff Marks (Out of 120):
General: 76.07
OBC: 90.83
SC: 69.54
ST: 61.81
EWS: 68.82"
UPSC CSE,UPSC,2020,Final,2025,938.16,993.51,907.99,882.63,935.68,"UPSC CSE 2020 Final Cutoff Marks (Out of 2025):
General: 938.16
OBC: 993.51
SC: 907.99
ST: 882.63
EWS: 935.68"
APPSC Group I,APPSC,2025,Mains,900,514.48,511.48,410.54,464.23,511.28,"The cutoff for APPSC Group I Mains (2025) has been declared. General category cutoff is 514.48/900, OBC cutoff is 511.48/900, SC cutoff is 410.54/900, ST cutoff is 464.23/900."
TSPSC Group I,TSPSC,2024,Final,1050,656.97,570.03,514.31,570.35,653.67,"The cutoff for TSPSC Group I Final (2024) has been declared. General category cutoff is 656.97/1050, OBC cutoff is 570.03/1050, SC cutoff is 514.31/1050, ST cutoff is 570.35/1050."
RBI Grade B,RBI,2022,Phase-II,300,161.88,186.36,167.19,112.17,157.44,"Category-wise Phase-II cut-off marks for RBI Grade B 2022:
Unreserved: 161.88, Other Backward Classes: 186.36, Scheduled Caste: 167.19, Scheduled Tribe: 112.17. Maximum marks: 300."
UPSC CSE,UPSC,2025,Final,2025,920.75,940.36,862.04,811.19,918.66,"UPSC CSE 2025 Final Cutoff Marks (Out of 2025):
General: 920.75
OBC: 940.36
SC: 862.04
ST: 811.19
EWS: 918.66"
SSC CGL,SSC,2025,Tier-II,400,303.89,294.56,226.89,244.71,298.66,"Category-wise Tier-II cut-off marks for SSC CGL 2025:
Unreserved: 303.89, Other Backward Classes: 294.56, Scheduled Caste: 226.89, Scheduled Tribe: 244.71. Maximum marks: 400."
RRB NTPC,RRB,2021,CBT-1,100,61.92,69.48,60.32,53.56,56.71,"Category-wise CBT-1 cut-off marks for RRB NTPC 2021:
Unreserved: 61.92, Other Backward Classes: 69.48, Scheduled Caste: 60.32, Scheduled Tribe: 53.56. Maximum marks: 100."
SBI PO,SBI,2023,Mains,225,125.35,134.55,95.29,102.5,122.11,"SBI PO 2023
Mains Qualifying Marks:
UR: 125.35 | OBC: 134.55 | SC: 95.29 | ST: 102.5 | EWS: 122.11
Total Marks: 225"
SSC CHSL,SSC,2021,Final,300,242.09,224.9,176.09,132.44,235.5,"Category-wise Final cut-off marks for SSC CHSL 2021:
Unreserved: 242.09, Other Backward Classes: 224.9, Scheduled Caste: 176.09, Scheduled Tribe: 132.44. Maximum marks: 300."
SSC CHSL,SSC,2024,Final,300,239.78,215.26,195.39,175.32,237.32,"The cutoff for SSC CHSL Final (2024) has been declared. General category cutoff is 239.78/300, OBC cutoff is 215.26/300, SC cutoff is 195.39/300, ST cutoff is 175.32/300."
SBI PO,SBI,2026,Mains,225,135.53,124.57,100.72,88.43,133.2,"SBI PO 2026
Mains Qualifying Marks:
UR: 135.53 | OBC: 124.57 | SC: 100.72 | ST: 88.43 | EWS: 133.2
Total Marks: 225"
RRB NTPC,RRB,2021,CBT-1,100,62.61,74.43,48.3,42.81,60.18,"RRB NTPC 2021
CBT-1 Qualifying Marks:
UR: 62.61 | OBC: 74.43 | SC: 48.3 | ST: 42.81 | EWS: 60.18
Total Marks: 100"
UPSC CSE,UPSC,2022,Mains,1750,847.33,741.86,721.42,691.49,842.79,"Category-wise Mains cut-off marks for UPSC CSE 2022:
Unreserved: 847.33, Other Backward Classes: 741.86, Scheduled Caste: 721.42, Scheduled Tribe: 691.49. Maximum marks: 1750."
UPSC CSE,UPSC,2026,Final,2025,926.13,905.45,837.07,828.51,922.66,"The cutoff for UPSC CSE Final (2026) has been declared. General category cutoff is 926.13/2025, OBC cutoff is 905.45/2025, SC cutoff is 837.07/2025, ST cutoff is 828.51/2025."
RBI Grade B,RBI,2026,Phase-II,300,163.29,189.68,163.58,142.25,157.66,"Category-wise Phase-II cut-off marks for RBI Grade B 2026:
Unreserved: 163.29, Other Backward Classes: 189.68, Scheduled Caste: 163.58, Scheduled Tribe: 142.25. Maximum marks: 300."
APPSC Group I,APPSC,2022,Prelims,150,78.78,78.16,82.05,70.9,76.52,"Category-wise Prelims cut-off marks for APPSC Group I 2022:
Unreserved: 78.78, Other Backward Classes: 78.16, Scheduled Caste: 82.05, Scheduled Tribe: 70.9. Maximum marks: 150."
SSC CHSL,SSC,2024,Tier-I,200,177.07,162.63,119.94,95.19,171.19,"SSC CHSL 2024
Tier-I Qualifying Marks:
UR: 177.07 | OBC: 162.63 | SC: 119.94 | ST: 95.19 | EWS: 171.19
Total Marks: 200"
RRB NTPC,RRB,2020,CBT-2,120,95.67,90.19,66.81,70.56,92.39,"The cutoff for RRB NTPC CBT-2 (2020) has been declared. General category cutoff is 95.67/120, OBC cutoff is 90.19/120, SC cutoff is 66.81/120, ST cutoff is 70.56/120."
APPSC Group I,APPSC,2022,Prelims,150,91.18,75.24,68.14,61.81,84.15,"APPSC Group I 2022 Prelims Cutoff Marks (Out of 150):
General: 91.18
OBC: 75.24
SC: 68.14
ST: 61.81
EWS: 84.15"
SBI PO,SBI,2021,Mains,225,118.05,113.55,99.43,106.57,114.8,"Category-wise Mains cut-off marks for SBI PO 2021:
Unreserved: 118.05, Other Backward Classes: 113.55, Scheduled Caste: 99.43, Scheduled Tribe: 106.57. Maximum marks: 225."
SSC CGL,SSC,2024,Final,700,564.07,574.8,403.18,465.55,560.49,"SSC CGL 2024 Final Cutoff Marks (Out of 700):
General: 564.07
OBC: 574.8
SC: 403.18
ST: 465.55
EWS: 560.49"
APPSC Group I,APPSC,2023,Prelims,150,76.32,72.41,81.7,68.96,68.62,"The cutoff for APPSC Group I Prelims (2023) has been declared. General category cutoff is 76.32/150, OBC cutoff is 72.41/150, SC cutoff is 81.7/150, ST cutoff is 68.96/150."
IBPS PO,IBPS,2021,Prelims,100,58.73,52.64,46.7,51.92,51.31,"IBPS PO 2021
Prelims Qualifying Marks:
UR: 58.73 | OBC: 52.64 | SC: 46.7 | ST: 51.92 | EWS: 51.31
Total Marks: 100"
SBI PO,SBI,2026,Prelims,100,63.06,73.21,63.78,46.22,55.64,"Category-wise Prelims cut-off marks for SBI PO 2026:
Unreserved: 63.06, Other Backward Classes: 73.21, Scheduled Caste: 63.78, Scheduled Tribe: 46.22. Maximum marks: 100."
TSPSC Group I,TSPSC,2025,Final,1050,670.07,567.25,482.5,486.01,666.02,"TSPSC Group I 2025 Final Cutoff Marks (Out of 1050):
General: 670.07
OBC: 567.25
SC: 482.5
ST: 486.01
EWS: 666.02"
APPSC Group I,APPSC,2020,Final,1050,639.59,624.55,581.1,480.67,633.43,"The cutoff for APPSC Group I Final (2020) has been declared. General category cutoff is 639.59/1050, OBC cutoff is 624.55/1050, SC cutoff is 581.1/1050, ST cutoff is 480.67/1050."
SBI PO,SBI,2026,Mains,225,141.13,117.69,84.06,106.62,133.19,"The cutoff for SBI PO Mains (2026) has been declared. General category cutoff is 141.13/225, OBC cutoff is 117.69/225, SC cutoff is 84.06/225, ST cutoff is 106.62/225."
TSPSC Group I,TSPSC,2024,Final,1050,629.22,650.17,541.58,463.32,621.73,"TSPSC Group I 2024 Final Cutoff Marks (Out of 1050):
General: 629.22
OBC: 650.17
SC: 541.58
ST: 463.32
EWS: 621.73"
RBI Grade B,RBI,2020,Phase-I,200,136.72,122.14,89.0,86.39,133.85,"The cutoff for RBI Grade B Phase-I (2020) has been declared. General category cutoff is 136.72/200, OBC cutoff is 122.14/200, SC cutoff is 89.0/200, ST cutoff is 86.39/200."
SSC CHSL,SSC,2022,Final,300,205.55,191.51,170.5,144.44,202.77,"SSC CHSL 2022
Final Qualifying Marks:
UR: 205.55 | OBC: 191.51 | SC: 170.5 | ST: 144.44 | EWS: 202.77
Total Marks: 300"
SBI PO,SBI,2025,Mains,225,139.45,121.11,80.68,74.93,134.96,"SBI PO 2025 Mains Cutoff Marks (Out of 225):
General: 139.45
OBC: 121.11
SC: 80.68
ST: 74.93
EWS: 134.96"
SSC CHSL,SSC,2026,Final,300,209.39,214.88,205.2,135.72,206.9,"Category-wise Final cut-off marks for SSC CHSL 2026:
Unreserved: 209.39, Other Backward Classes: 214.88, Scheduled Caste: 205.2, Scheduled Tribe: 135.72. Maximum marks: 300."
SSC CHSL,SSC,2021,Tier-I,200,154.52,140.09,114.44,103.06,150.53,"SSC CHSL 2021 Tier-I Cutoff Marks (Out of 200):
General: 154.52
OBC: 140.09
SC: 114.44
ST: 103.06
EWS: 150.53"
RBI Grade B,RBI,2020,Phase-II,300,159.16,161.95,136.46,144.95,152.64,"Category-wise Phase-II cut-off marks for RBI Grade B 2020:
Unreserved: 159.16, Other Backward Classes: 161.95, Scheduled Caste: 136.46, Scheduled Tribe: 144.95. Maximum marks: 300."
SSC CGL,SSC,2021,Tier-I,200,159.37,129.95,109.19,112.92,156.82,"SSC CGL 2021 Tier-I Cutoff Marks (Out of 200):
General: 159.37
OBC: 129.95
SC: 109.19
ST: 112.92
EWS: 156.82"
TSPSC Group I,TSPSC,2026,Prelims,150,77.94,87.55,60.58,63.08,71.78,"TSPSC Group I 2026 Prelims Cutoff Marks (Out of 150):
General: 77.94
OBC: 87.55
SC: 60.58
ST: 63.08
EWS: 71.78"
IBPS PO,IBPS,2023,Prelims,100,56.54,58.44,51.94,40.03,51.47,"IBPS PO 2023
Prelims Qualifying Marks:
UR: 56.54 | OBC: 58.44 | SC: 51.94 | ST: 40.03 | EWS: 51.47
Total Marks: 100"
SSC CHSL,SSC,2021,Final,300,225.34,237.05,194.43,158.66,217.71,"SSC CHSL 2021 Final Cutoff Marks (Out of 300):
General: 225.34
OBC: 237.05
SC: 194.43
ST: 158.66
EWS: 217.71"
SSC CGL,SSC,2025,Tier-II,400,329.66,329.91,239.98,217.98,323.13,"SSC CGL 2025
Tier-II Qualifying Marks:
UR: 329.66 | OBC: 329.91 | SC: 239.98 | ST: 217.98 | EWS: 323.13
Total Marks: 400"
IBPS PO,IBPS,2026,Mains,225,127.53,129.21,95.22,97.75,124.67,"The cutoff for IBPS PO Mains (2026) has been declared. General category cutoff is 127.53/225, OBC cutoff is 129.21/225, SC cutoff is 95.22/225, ST cutoff is 97.75/225."
APPSC Group I,APPSC,2024,Final,1050,582.0,596.2,509.44,546.89,577.53,"Category-wise Final cut-off marks for APPSC Group I 2024:
Unreserved: 582.0, Other Backward Classes: 596.2, Scheduled Caste: 509.44, Scheduled Tribe: 546.89. Maximum marks: 1050."
SBI PO,SBI,2022,Mains,225,128.92,115.15,83.0,107.99,121.16,"Category-wise Mains cut-off marks for SBI PO 2022:
Unreserved: 128.92, Other Backward Classes: 115.15, Scheduled Caste: 83.0, Scheduled Tribe: 107.99. Maximum marks: 225."
APPSC Group I,APPSC,2020,Prelims,150,91.31,82.89,61.33,71.15,86.23,"Category-wise Prelims cut-off marks for APPSC Group I 2020:
Unreserved: 91.31, Other Backward Classes: 82.89, Scheduled Caste: 61.33, Scheduled Tribe: 71.15. Maximum marks: 150."
RBI Grade B,RBI,2025,Phase-I,200,132.93,108.16,82.88,84.76,125.94,"RBI Grade B 2025 Phase-I Cutoff Marks (Out of 200):
General: 132.93
OBC: 108.16
SC: 82.88
ST: 84.76
EWS: 125.94"
TSPSC Group I,TSPSC,2026,Prelims,150,92.88,82.24,64.36,74.97,87.28,"Category-wise Prelims cut-off marks for TSPSC Group I 2026:
Unreserved: 92.88, Other Backward Classes: 82.24, Scheduled Caste: 64.36, Scheduled Tribe: 74.97. Maximum marks: 150."
TSPSC Group I,TSPSC,2024,Prelims,150,73.43,83.76,65.45,73.74,68.75,"Category-wise Prelims cut-off marks for TSPSC Group I 2024:
Unreserved: 73.43, Other Backward Classes: 83.76, Scheduled Caste: 65.45, Scheduled Tribe: 73.74. Maximum marks: 150."
UPSC CSE,UPSC,2023,Prelims,200,104.8,93.49,75.9,88.64,97.13,"UPSC CSE 2023 Prelims Cutoff Marks (Out of 200):
General: 104.8
OBC: 93.49
SC: 75.9
ST: 88.64
EWS: 97.13"
UPSC CSE,UPSC,2023,Final,2025,950.75,956.57,931.67,915.28,947.37,"UPSC CSE 2023
Final Qualifying Marks:
UR: 950.75 | OBC: 956.57 | SC: 931.67 | ST: 915.28 | EWS: 947.37
Total Marks: 2025"
RBI Grade B,RBI,2024,Phase-I,200,117.16,109.19,96.25,92.53,110.04,"Category-wise Phase-I cut-off marks for RBI Grade B 2024:
Unreserved: 117.16, Other Backward Classes: 109.19, Scheduled Caste: 96.25, Scheduled Tribe: 92.53. Maximum marks: 200."
SBI PO,SBI,2026,Mains,225,134.14,130.27,112.29,105.5,129.61,"The cutoff for SBI PO Mains (2026) has been declared. General category cutoff is 134.14/225, OBC cutoff is 130.27/225, SC cutoff is 112.29/225, ST cutoff is 105.5/225."
SSC CGL,SSC,2025,Final,700,527.4,509.49,452.81,383.49,523.86,"The cutoff for SSC CGL Final (2025) has been declared. General category cutoff is 527.4/700, OBC cutoff is 509.49/700, SC cutoff is 452.81/700, ST cutoff is 383.49/700."
IBPS PO,IBPS,2020,Mains,225,116.12,129.52,94.61,70.13,113.98,"IBPS PO 2020
Mains Qualifying Marks:
UR: 116.12 | OBC: 129.52 | SC: 94.61 | ST: 70.13 | EWS: 113.98
Total Marks: 225"
SBI PO,SBI,2020,Prelims,100,67.35,63.0,53.33,42.73,61.74,"SBI PO 2020 Prelims Cutoff Marks (Out of 100):
General: 67.35
OBC: 63.0
SC: 53.33
ST: 42.73
EWS: 61.74"
SSC CGL,SSC,2026,Tier-I,200,146.75,140.32,120.91,94.57,139.14,"The cutoff for SSC CGL Tier-I (2026) has been declared. General category cutoff is 146.75/200, OBC cutoff is 140.32/200, SC cutoff is 120.91/200, ST cutoff is 94.57/200."
APPSC Group I,APPSC,2023,Mains,900,554.56,548.19,400.02,356.31,551.54,"APPSC Group I 2023 Mains Cutoff Marks (Out of 900):
General: 554.56
OBC: 548.19
SC: 400.02
ST: 356.31
EWS: 551.54"
RBI Grade B,RBI,2021,Phase-II,300,193.74,176.39,150.92,115.98,189.62,"Category-wise Phase-II cut-off marks for RBI Grade B 2021:
Unreserved: 193.74, Other Backward Classes: 176.39, Scheduled Caste: 150.92, Scheduled Tribe: 115.98. Maximum marks: 300."
TSPSC Group I,TSPSC,2022,Prelims,150,84.56,83.74,61.36,76.35,81.73,"Category-wise Prelims cut-off marks for TSPSC Group I 2022:
Unreserved: 84.56, Other Backward Classes: 83.74, Scheduled Caste: 61.36, Scheduled Tribe: 76.35. Maximum marks: 150."
RBI Grade B,RBI,2021,Phase-II,300,188.86,165.04,140.01,128.42,182.98,"Category-wise Phase-II cut-off marks for RBI Grade B 2021:
Unreserved: 188.86, Other Backward Classes: 165.04, Scheduled Caste: 140.01, Scheduled Tribe: 128.42. Maximum marks: 300."
RBI Grade B,RBI,2023,Phase-I,200,130.06,123.2,112.36,94.33,123.5,"The cutoff for RBI Grade B Phase-I (2023) has been declared. General category cutoff is 130.06/200, OBC cutoff is 123.2/200, SC cutoff is 112.36/200, ST cutoff is 94.33/200."
SSC CGL,SSC,2026,Tier-I,200,154.65,132.08,117.38,114.91,150.98,"Category-wise Tier-I cut-off marks for SSC CGL 2026:
Unreserved: 154.65, Other Backward Classes: 132.08, Scheduled Caste: 117.38, Scheduled Tribe: 114.91. Maximum marks: 200."
UPSC CSE,UPSC,2023,Final,2025,901.05,1013.56,939.2,911.44,895.24,"UPSC CSE 2023 Final Cutoff Marks (Out of 2025):
General: 901.05
OBC: 1013.56
SC: 939.2
ST: 911.44
EWS: 895.24"
APPSC Group I,APPSC,2024,Final,1050,674.06,647.21,567.22,456.49,668.96,"Category-wise Final cut-off marks for APPSC Group I 2024:
Unreserved: 674.06, Other Backward Classes: 647.21, Scheduled Caste: 567.22, Scheduled Tribe: 456.49. Maximum marks: 1050."
IBPS PO,IBPS,2024,Prelims,100,60.78,54.31,42.01,51.86,54.49,"IBPS PO 2024
Prelims Qualifying Marks:
UR: 60.78 | OBC: 54.31 | SC: 42.01 | ST: 51.86 | EWS: 54.49
Total Marks: 100"
APPSC Group I,APPSC,2024,Mains,900,538.51,543.96,488.75,475.19,533.9,"Category-wise Mains cut-off marks for APPSC Group I 2024:
Unreserved: 538.51, Other Backward Classes: 543.96, Scheduled Caste: 488.75, Scheduled Tribe: 475.19. Maximum marks: 900."
SSC CGL,SSC,2020,Tier-II,400,348.76,313.01,263.22,251.18,343.99,"The cutoff for SSC CGL Tier-II (2020) has been declared. General category cutoff is 348.76/400, OBC cutoff is 313.01/400, SC cutoff is 263.22/400, ST cutoff is 251.18/400."
UPSC CSE,UPSC,2026,Mains,1750,830.7,805.82,755.69,687.31,823.51,"Category-wise Mains cut-off marks for UPSC CSE 2026:
Unreserved: 830.7, Other Backward Classes: 805.82, Scheduled Caste: 755.69, Scheduled Tribe: 687.31. Maximum marks: 1750."
RRB NTPC,RRB,2023,CBT-1,100,69.21,66.32,58.34,56.0,64.89,"RRB NTPC 2023 CBT-1 Cutoff Marks (Out of 100):
General: 69.21
OBC: 66.32
SC: 58.34
ST: 56.0
EWS: 64.89"
RRB NTPC,RRB,2026,CBT-1,100,63.07,70.72,50.2,46.88,58.77,"RRB NTPC 2026 CBT-1 Cutoff Marks (Out of 100):
General: 63.07
OBC: 70.72
SC: 50.2
ST: 46.88
EWS: 58.77"
UPSC CSE,UPSC,2020,Prelims,200,95.29,86.99,89.74,79.62,88.42,"UPSC CSE 2020
Prelims Qualifying Marks:
UR: 95.29 | OBC: 86.99 | SC: 89.74 | ST: 79.62 | EWS: 88.42
Total Marks: 200"
IBPS PO,IBPS,2022,Mains,225,136.49,112.6,75.46,89.9,133.19,"The cutoff for IBPS PO Mains (2022) has been declared. General category cutoff is 136.49/225, OBC cutoff is 112.6/225, SC cutoff is 75.46/225, ST cutoff is 89.9/225."
IBPS PO,IBPS,2024,Prelims,100,59.08,65.13,57.09,43.52,56.72,"Category-wise Prelims cut-off marks for IBPS PO 2024:
Unreserved: 59.08, Other Backward Classes: 65.13, Scheduled Caste: 57.09, Scheduled Tribe: 43.52. Maximum marks: 100."
UPSC CSE,UPSC,2022,Mains,1750,842.93,734.26,746.52,691.46,837.81,"The cutoff for UPSC CSE Mains (2022) has been declared. General category cutoff is 842.93/1750, OBC cutoff is 734.26/1750, SC cutoff is 746.52/1750, ST cutoff is 691.46/1750."
SBI PO,SBI,2022,Mains,225,139.37,120.89,106.3,88.62,133.22,"SBI PO 2022 Mains Cutoff Marks (Out of 225):
General: 139.37
OBC: 120.89
SC: 106.3
ST: 88.62
EWS: 133.22"
TSPSC Group I,TSPSC,2023,Prelims,150,75.55,71.07,73.47,69.16,73.44,"TSPSC Group I 2023 Prelims Cutoff Marks (Out of 150):
General: 75.55
OBC: 71.07
SC: 73.47
ST: 69.16
EWS: 73.44"
TSPSC Group I,TSPSC,2024,Final,1050,693.76,624.88,542.24,563.26,685.96,"TSPSC Group I 2024 Final Cutoff Marks (Out of 1050):
General: 693.76
OBC: 624.88
SC: 542.24
ST: 563.26
EWS: 685.96"
APPSC Group I,APPSC,2022,Mains,900,476.74,440.3,505.5,428.17,473.13,"Category-wise Mains cut-off marks for APPSC Group I 2022:
Unreserved: 476.74, Other Backward Classes: 440.3, Scheduled Caste: 505.5, Scheduled Tribe: 428.17. Maximum marks: 900."
SSC CHSL,SSC,2020,Tier-I,200,176.21,142.18,114.28,110.27,170.9,"Category-wise Tier-I cut-off marks for SSC CHSL 2020:
Unreserved: 176.21, Other Backward Classes: 142.18, Scheduled Caste: 114.28, Scheduled Tribe: 110.27. Maximum marks: 200."
UPSC CSE,UPSC,2023,Mains,1750,791.9,775.45,701.74,674.26,785.5,"The cutoff for UPSC CSE Mains (2023) has been declared. General category cutoff is 791.9/1750, OBC cutoff is 775.45/1750, SC cutoff is 701.74/1750, ST cutoff is 674.26/1750."
UPSC CSE,UPSC,2025,Prelims,200,109.82,97.58,80.53,77.79,106.24,"Category-wise Prelims cut-off marks for UPSC CSE 2025:
Unreserved: 109.82, Other Backward Classes: 97.58, Scheduled Caste: 80.53, Scheduled Tribe: 77.79. Maximum marks: 200."
SBI PO,SBI,2024,Mains,225,109.07,98.23,106.52,108.27,103.46,"SBI PO 2024 Mains Cutoff Marks (Out of 225):
General: 109.07
OBC: 98.23
SC: 106.52
ST: 108.27
EWS: 103.46"
IBPS PO,IBPS,2020,Prelims,100,70.69,54.01,47.65,46.21,62.93,"IBPS PO 2020
Prelims Qualifying Marks:
UR: 70.69 | OBC: 54.01 | SC: 47.65 | ST: 46.21 | EWS: 62.93
Total Marks: 100"
SSC CHSL,SSC,2024,Tier-I,200,157.1,140.0,137.59,124.42,154.75,"The cutoff for SSC CHSL Tier-I (2024) has been declared. General category cutoff is 157.1/200, OBC cutoff is 140.0/200, SC cutoff is 137.59/200, ST cutoff is 124.42/200."
APPSC Group I,APPSC,2020,Prelims,150,92.4,72.72,73.42,72.97,89.74,"APPSC Group I 2020 Prelims Cutoff Marks (Out of 150):
General: 92.4
OBC: 72.72
SC: 73.42
ST: 72.97
EWS: 89.74"
SSC CHSL,SSC,2023,Tier-I,200,155.9,143.01,133.88,98.84,153.55,"Category-wise Tier-I cut-off marks for SSC CHSL 2023:
Unreserved: 155.9, Other Backward Classes: 143.01, Scheduled Caste: 133.88, Scheduled Tribe: 98.84. Maximum marks: 200."
SSC CGL,SSC,2020,Tier-II,400,311.3,260.47,286.88,249.36,307.53,"SSC CGL 2020
Tier-II Qualifying Marks:
UR: 311.3 | OBC: 260.47 | SC: 286.88 | ST: 249.36 | EWS: 307.53
Total Marks: 400"
SSC CHSL,SSC,2026,Tier-I,200,152.09,156.56,134.55,115.21,148.19,"The cutoff for SSC CHSL Tier-I (2026) has been declared. General category cutoff is 152.09/200, OBC cutoff is 156.56/200, SC cutoff is 134.55/200, ST cutoff is 115.21/200."
SSC CHSL,SSC,2022,Final,300,201.32,210.6,203.87,177.1,199.31,"The cutoff for SSC CHSL Final (2022) has been declared. General category cutoff is 201.32/300, OBC cutoff is 210.6/300, SC cutoff is 203.87/300, ST cutoff is 177.1/300."
RRB NTPC,RRB,2020,CBT-1,100,79.13,56.46,55.72,52.82,75.3,"RRB NTPC 2020
CBT-1 Qualifying Marks:
UR: 79.13 | OBC: 56.46 | SC: 55.72 | ST: 52.82 | EWS: 75.3
Total Marks: 100"
IBPS PO,IBPS,2020,Prelims,100,65.2,55.87,51.39,53.86,58.06,"The cutoff for IBPS PO Prelims (2020) has been declared. General category cutoff is 65.2/100, OBC cutoff is 55.87/100, SC cutoff is 51.39/100, ST cutoff is 53.86/100."
SSC CHSL,SSC,2026,Final,300,243.47,213.99,177.19,133.7,241.44,"SSC CHSL 2026
Final Qualifying Marks:
UR: 243.47 | OBC: 213.99 | SC: 177.19 | ST: 133.7 | EWS: 241.44
Total Marks: 300"
APPSC Group I,APPSC,2024,Mains,900,517.49,461.53,449.76,429.63,515.09,"The cutoff for APPSC Group I Mains (2024) has been declared. General category cutoff is 517.49/900, OBC cutoff is 461.53/900, SC cutoff is 449.76/900, ST cutoff is 429.63/900."
SSC CHSL,SSC,2024,Tier-I,200,168.17,156.19,129.07,112.39,163.55,"The cutoff for SSC CHSL Tier-I (2024) has been declared. General category cutoff is 168.17/200, OBC cutoff is 156.19/200, SC cutoff is 129.07/200, ST cutoff is 112.39/200."
RBI Grade B,RBI,2023,Phase-I,200,103.14,108.78,94.14,89.79,100.72,"RBI Grade B 2023 Phase-I Cutoff Marks (Out of 200):
General: 103.14
OBC: 108.78
SC: 94.14
ST: 89.79
EWS: 100.72"
